question,contexts,ground_truth,evolution_type,metadata,episode_done
"Welche Erstattungen erhält man für eine Dienstreise, wenn man mit dem Auto anreist?","['✈️ Dienstreisen\nWas ist eine Dienstreise?\nDienstreisen kommen immer weniger vor bei skillbyte, dennoch kann es sein, dass Du mal eine machen musst.\nWir lehnen alle Angebote mit regelmäßiger vor Ort Zeit ab. Jedoch kann der Kunde durchaus verlangen, dass Du\nmal für ein wichtiges KickOff Meeting oder ein paar Tage für das Onboarding beim Kunden vor Ort bist. Solltest\nDu mehr vor Ort Zeit wollen beim Kunden, dann sag einfach Bescheid, andererseits gehen wir davon aus, dass\ndu es nicht möchtest.\nEine Dienstreise beschreibt deine Fahrt zum Kunden, welche immer mit einer vor Ort Zeit beim Kunden\nverbunden ist. Teil deiner Dienstreise sind oft auch Hotelübernachtungen. Selbstverständlich, trägt skillbyte alle\nKosten die für das Hotel und die Fahrt anfallen.\nDie Dienstreise kann nur dann als Arbeitszeit gelten, wenn Du während der Dienstreise arbeiten kannst und dem\nKunden dies auch in Rechnung stellen kannst.\nAnreise:\nWenn ihr mit der Bahn anreist und dabei arbeiten könnt, gilt die Reisezeit auch als Arbeitszeit. Reisen mit dem\nAuto zählen nicht als Arbeitszeit, ausser ihr werdet ausdrücklich dazu aufgefordert mit dem Auto anzureisen.\nAlso wenn ihr produktiv arbeitet, gilt die Reisezeit als Arbeitszeit, ansonsten nicht.\nErstattungen\nReist ihr mit dem Auto an, bekommt ihr die gesetzlich festgelegte Kilometerpauschale erstattet. Umfasst eure\nDienstreise Übernachtungen bekommt ihr hierfür den Verpflegungsmehraufwand erstattet. Hierbei handelt es\nsich auch um eine Pauschale, mit der Kosten für Verpflegung abgedeckt sind. Diese müsst ihr dann über\nSpendesk geltend machen. Dort bitte auch die Rechnung hochladen.\nDie Kosten werden euch dann spätestens mit der Gehaltszahlung erstattet\nRechnung für ein Ticket bei der Deutschen Bahn\nDie Rechnung für das Bahnticket kann man sich direkt auf der Buchungsbestätigungsseite runterladen. Hierzu\nbenötigt man auch keinen Account.\nDanach geht es nur noch mit Account (mit der selben e-Mailadresse wie bei der Buchung):\nLade Dir auf der Website im Bereich „Meine Reisen” das Rechnungsdokument zu Ihrem Auftrag über den\nButton „Rechnung als PDF” herunter.\nIn der App kannst Du im Bereich „Meine Reisen” das Rechnungsdokument zu Deinem Auftrag im Reiseplan\nunter dem Aktionsfeld “Weitere Aktionen” herunterladen.\nDie Rechnungsadresse:\nskillbyte GmbH Köln\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n1/2']","Wenn man mit dem Auto anreist, erhält man die gesetzlich festgelegte Kilometerpauschale erstattet. Umfasst die Dienstreise Übernachtungen, bekommt man den Verpflegungsmehraufwand erstattet, der auch eine Pauschale für Verpflegung abdeckt.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
"Warum ist gutes Internet wichtig, wenn man aus dem EU-Ausland arbeitet?","['🏖️ Arbeiten aus dem Ausland\nMusst Du um Erlaubnis fragen um in EU-Ausland\nzu arbeiten?\nWir wollen, dass Du selbstbestimmt arbeitest und probieren, wo immer es geht, dass auch in unseren Prozessen\nund Vorgaben widerzuspiegeln. Wir haben volles Vertrauen in Dich und deiner Fähigkeit Entscheidungen so zu\ntreffen, dass sie auch das Wohl von skillbyte berücksichtigen.\nDu musst nicht um Erlaubnis fragen, um in EU-Ausland zu arbeiten. Eine Nachricht in Slack an Phillip mit dem\nInhalt wo fährst du hin & wie lange bist du ungefähr weg, reicht vollkommen aus.\nWas wirklich schön wäre ist, wenn du uns mit Fotos von deinem Aufenthalt eine Freude bereitest und sie mit uns\nteilst. Ist aber natürlich kein Muss ;)\nWas muss ich beachten, wenn ich aus dem EU-\nAusland arbeite?\nEs gibt einige Dinge die du beachten solltest, wenn du dich dafür entscheidest aus dem Ausland zu arbeiten.\nDiese wollten wir Dir gerne mitgeben.\nAchte auf Zeitverschiebungen\nWenn du in Griechenland, Portugal etc. bist, hast du eine Zeitverschiebung (auch wenn nur minimal). Bitte\nbeachte, dass deine Meetings zur deutschen Zeit stattfinden und du das mit in deine Tagesplanung\neinrechnest.\nStelle sicher, dass du eine Umwelt hast, in der du vernünftig arbeiten kannst\nEs ist wichtig, dass die Qualität deiner Arbeit nicht leidet, auch wenn du im Ausland bist. Such dir einen\nPlatz zum arbeiten, der zu dir passt & wo du dich\xa0konzentrieren kannst.\nGutes Internet\nDu brauchst für deine Arbeit, mindestens gutes Internet, eher sehr gutes Internet. Bitte beachte dass bei\ndeiner Auswahl deines Arbeitsplatzes und teste, wenn möglich, deine Internetverbindung bevor du dich\nentschließt dort deinen Arbeitstag zu verbringen.\nBist du angekommen im Projekt?\nUnserer Meinung nach ist es nicht besonders ratsam, in den ersten Wochen des Projektes aus dem EU-\nAusland zu arbeiten. Diese stellt meist die anspruchsvollste Zeit in einem Projekt dar und entscheidet\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/arbeiten-aus-dem-ausland.md.html\n1/2']","Gutes Internet ist wichtig, weil du für deine Arbeit mindestens gutes Internet, eher sehr gutes Internet benötigst. Es ist entscheidend, dass die Qualität deiner Arbeit nicht leidet, auch wenn du im Ausland bist.",simple,"[{'source': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'file_path': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093348+00'00'"", 'modDate': ""D:20240726093348+00'00'"", 'trapped': ''}]",True
Was sind die Vorteile von Besuchen in Köln für die Teamkultur?,"['💙 Besuche in Köln\nWas genau ist damit gemeint?\nAls Remote Company lieben wir die Flexibilität und Effizienz, die wir durch das Arbeiten von überall aus\nerreichen können. Aber, wir wissen auch, dass echte, persönliche Treffen unbezahlbar sind!\nDeshalb haben wir beschlossen, euch die Möglichkeit zu geben, auch mal im Büro vorbeizuschauen – und das\nBeste daran? Wir übernehmen alle Kosten für eure Reise und eure Übernachtung!\nSollte euch also Zuhause die Decke auf den Kopf fallen, schreibt Phillip oder Michaela an, wir buchen\nUnterkunft und Zugticket & Lets go!\nFalls Du nach Absprache mit Phillip oder Michaela Deine Zugfahrt selbst buchst, beachte bitte die Regeln für\nDienstreisen.\nIn diesem Sinne:\xa0it remote, but don’t forget to meet!\nWarum machen wir das?\nWir haben eine tolle Unternehmenskultur, und wir wollen, dass du voll davon profitierst und daran teilhaben\nkannst! Deshalb laden wir dich herzlich ein, hin und wieder ins Büro zu kommen.\xa0\nWarum solltest du diese Chance nicht verpassen? Hier sind ein paar Gründe:\n1. Gemeinschaft erleben: Im Büro kannst du unsere \xa0Teamkultur spüren! Gemeinsames Lachen, fachsimpeln\nund quatschen – das ist einfach unbezahlbar.\n2. Echte Connections: Nichts geht über face-to-face Interaktionen! Persönliche Treffen stärken unsere\nBindung und lassen uns noch besser zusammenwachsen.\n3. Kreativität: Ideen sprudeln im persönlichen Austausch viel besser! Wir können gemeinsam brainstormen\nund so geniale Lösungen finden.\n4. Work-Life-Balance: Ein kleiner Tapetenwechsel kann Wunder wirken! Ab und zu im Büro zu sein, gibt dir\neine neue Perspektive und frische Energie.\n5. Wissensaustausch: Im Büro haben wir die perfekte Umgebung für spannende Workshops und Schulungen,\nbei denen du dein Wissen erweitern kannst.\nLass dir diese Gelegenheit nicht entgehen, Teil unserer Unternehmenskultur zu sein! Du bist ein wichtiger Teil\nunseres Teams, und wir freuen uns riesig darauf, dich persönlich zu sehen.\nAlso, pack deine Taschen und ab nach Kölle!\xa0\nWir sehen uns im Büro!\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/besuche-in-koln.md.html\n1/1']","Die Vorteile von Besuchen in Köln für die Teamkultur sind: 1. Gemeinschaft erleben: Im Büro kann man die Teamkultur spüren, gemeinsames Lachen und Quatschen sind unbezahlbar. 2. Echte Connections: Face-to-face Interaktionen stärken die Bindung und lassen das Team besser zusammenwachsen. 3. Kreativität: Ideen sprudeln im persönlichen Austausch besser, was zu genialen Lösungen führt. 4. Work-Life-Balance: Ein Tapetenwechsel kann neue Perspektiven und frische Energie bringen. 5. Wissensaustausch: Im Büro gibt es die perfekte Umgebung für Workshops und Schulungen, um Wissen zu erweitern.",simple,"[{'source': './test_dataset/besuche-in-koln.md.pdf', 'file_path': './test_dataset/besuche-in-koln.md.pdf', 'page': 1, 'total_pages': 1, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093349+00'00'"", 'modDate': ""D:20240726093349+00'00'"", 'trapped': ''}]",True
Warum sind echte Connections wichtig für die Teamkultur?,"['💙 Besuche in Köln\nWas genau ist damit gemeint?\nAls Remote Company lieben wir die Flexibilität und Effizienz, die wir durch das Arbeiten von überall aus\nerreichen können. Aber, wir wissen auch, dass echte, persönliche Treffen unbezahlbar sind!\nDeshalb haben wir beschlossen, euch die Möglichkeit zu geben, auch mal im Büro vorbeizuschauen – und das\nBeste daran? Wir übernehmen alle Kosten für eure Reise und eure Übernachtung!\nSollte euch also Zuhause die Decke auf den Kopf fallen, schreibt Phillip oder Michaela an, wir buchen\nUnterkunft und Zugticket & Lets go!\nFalls Du nach Absprache mit Phillip oder Michaela Deine Zugfahrt selbst buchst, beachte bitte die Regeln für\nDienstreisen.\nIn diesem Sinne:\xa0it remote, but don’t forget to meet!\nWarum machen wir das?\nWir haben eine tolle Unternehmenskultur, und wir wollen, dass du voll davon profitierst und daran teilhaben\nkannst! Deshalb laden wir dich herzlich ein, hin und wieder ins Büro zu kommen.\xa0\nWarum solltest du diese Chance nicht verpassen? Hier sind ein paar Gründe:\n1. Gemeinschaft erleben: Im Büro kannst du unsere \xa0Teamkultur spüren! Gemeinsames Lachen, fachsimpeln\nund quatschen – das ist einfach unbezahlbar.\n2. Echte Connections: Nichts geht über face-to-face Interaktionen! Persönliche Treffen stärken unsere\nBindung und lassen uns noch besser zusammenwachsen.\n3. Kreativität: Ideen sprudeln im persönlichen Austausch viel besser! Wir können gemeinsam brainstormen\nund so geniale Lösungen finden.\n4. Work-Life-Balance: Ein kleiner Tapetenwechsel kann Wunder wirken! Ab und zu im Büro zu sein, gibt dir\neine neue Perspektive und frische Energie.\n5. Wissensaustausch: Im Büro haben wir die perfekte Umgebung für spannende Workshops und Schulungen,\nbei denen du dein Wissen erweitern kannst.\nLass dir diese Gelegenheit nicht entgehen, Teil unserer Unternehmenskultur zu sein! Du bist ein wichtiger Teil\nunseres Teams, und wir freuen uns riesig darauf, dich persönlich zu sehen.\nAlso, pack deine Taschen und ab nach Kölle!\xa0\nWir sehen uns im Büro!\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/besuche-in-koln.md.html\n1/1']","Echte Connections sind wichtig für die Teamkultur, weil persönliche Treffen unsere Bindung stärken und uns helfen, noch besser zusammenzuwachsen. Nichts geht über face-to-face Interaktionen!",simple,"[{'source': './test_dataset/besuche-in-koln.md.pdf', 'file_path': './test_dataset/besuche-in-koln.md.pdf', 'page': 1, 'total_pages': 1, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093349+00'00'"", 'modDate': ""D:20240726093349+00'00'"", 'trapped': ''}]",True
Was wird bezüglich des Feedbacks zum Newsletter erbeten?,"['Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue\nAbteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.\nNächste Woche ist die Unterzeichnung eines gemeinsamen NDA geplant.\nWenn ihr Feedback zum Newsletter habt – ob zu kurz, zu lang, oder unnötig – lasst es uns bitte wissen.\nLiebe Grüße,\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/1-die-ersten-news.md.html\n2/2']","Es wird erbeten, Feedback zum Newsletter zu geben, ob er zu kurz, zu lang oder unnötig ist.",simple,"[{'source': './test_dataset/1-die-ersten-news.md.pdf', 'file_path': './test_dataset/1-die-ersten-news.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093344+00'00'"", 'modDate': ""D:20240726093344+00'00'"", 'trapped': ''}]",True
Welche Fortschritte wurden bei dem 3. Termin mit Hays bezüglich GravityCV erzielt?,"['Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue\nAbteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.\nNächste Woche ist die Unterzeichnung eines gemeinsamen NDA geplant.\nWenn ihr Feedback zum Newsletter habt – ob zu kurz, zu lang, oder unnötig – lasst es uns bitte wissen.\nLiebe Grüße,\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/1-die-ersten-news.md.html\n2/2']","Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue Abteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.",simple,"[{'source': './test_dataset/1-die-ersten-news.md.pdf', 'file_path': './test_dataset/1-die-ersten-news.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093344+00'00'"", 'modDate': ""D:20240726093344+00'00'"", 'trapped': ''}]",True
Was beschreibt eine Dienstreise und welche Kosten werden von skillbyte übernommen?,"['Prozess für Kostenerstattung\nHier erfährst Du wie du die Kosten für eine Dienstreise zurückerstattest bekommst und wer dein\nAnsprechpartner ist. Die Kostenrückerstattungen laufen über Michaela. Es gibt zwei Möglichkeiten wie der\nProzess für die Kostenrückerstattung ablaufen.\nVariante 1\nZahlst Du Deine Tickets und dein Hotel (100€ Grenze pro Nacht), hebst die Belege (WICHTIG) und reichst sie\nbei Michaela ein.\nMichaela wird Dir dann die aufgewendete Summe erstatten und auf dein Konto überweisen.\nVariante 2\nGibst du Michaela Bescheid und schickst Ihr die Tickets und Hotel welches du für deine Dienstreise ausgesucht\nhast und bittest sie die jeweiligen Buchungen vorzunehmen.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n2/2', '✈️ Dienstreisen\nWas ist eine Dienstreise?\nDienstreisen kommen immer weniger vor bei skillbyte, dennoch kann es sein, dass Du mal eine machen musst.\nWir lehnen alle Angebote mit regelmäßiger vor Ort Zeit ab. Jedoch kann der Kunde durchaus verlangen, dass Du\nmal für ein wichtiges KickOff Meeting oder ein paar Tage für das Onboarding beim Kunden vor Ort bist. Solltest\nDu mehr vor Ort Zeit wollen beim Kunden, dann sag einfach Bescheid, andererseits gehen wir davon aus, dass\ndu es nicht möchtest.\nEine Dienstreise beschreibt deine Fahrt zum Kunden, welche immer mit einer vor Ort Zeit beim Kunden\nverbunden ist. Teil deiner Dienstreise sind oft auch Hotelübernachtungen. Selbstverständlich, trägt skillbyte alle\nKosten die für das Hotel und die Fahrt anfallen.\nDie Dienstreise kann nur dann als Arbeitszeit gelten, wenn Du während der Dienstreise arbeiten kannst und dem\nKunden dies auch in Rechnung stellen kannst.\nAnreise:\nWenn ihr mit der Bahn anreist und dabei arbeiten könnt, gilt die Reisezeit auch als Arbeitszeit. Reisen mit dem\nAuto zählen nicht als Arbeitszeit, ausser ihr werdet ausdrücklich dazu aufgefordert mit dem Auto anzureisen.\nAlso wenn ihr produktiv arbeitet, gilt die Reisezeit als Arbeitszeit, ansonsten nicht.\nErstattungen\nReist ihr mit dem Auto an, bekommt ihr die gesetzlich festgelegte Kilometerpauschale erstattet. Umfasst eure\nDienstreise Übernachtungen bekommt ihr hierfür den Verpflegungsmehraufwand erstattet. Hierbei handelt es\nsich auch um eine Pauschale, mit der Kosten für Verpflegung abgedeckt sind. Diese müsst ihr dann über\nSpendesk geltend machen. Dort bitte auch die Rechnung hochladen.\nDie Kosten werden euch dann spätestens mit der Gehaltszahlung erstattet\nRechnung für ein Ticket bei der Deutschen Bahn\nDie Rechnung für das Bahnticket kann man sich direkt auf der Buchungsbestätigungsseite runterladen. Hierzu\nbenötigt man auch keinen Account.\nDanach geht es nur noch mit Account (mit der selben e-Mailadresse wie bei der Buchung):\nLade Dir auf der Website im Bereich „Meine Reisen” das Rechnungsdokument zu Ihrem Auftrag über den\nButton „Rechnung als PDF” herunter.\nIn der App kannst Du im Bereich „Meine Reisen” das Rechnungsdokument zu Deinem Auftrag im Reiseplan\nunter dem Aktionsfeld “Weitere Aktionen” herunterladen.\nDie Rechnungsadresse:\nskillbyte GmbH Köln\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n1/2']","Eine Dienstreise beschreibt die Fahrt zum Kunden, die immer mit einer vor Ort Zeit beim Kunden verbunden ist. Teil der Dienstreise sind oft auch Hotelübernachtungen. Skillbyte trägt alle Kosten, die für das Hotel und die Fahrt anfallen.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}, {'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
Wie kannst du die Kosten für eine Dienstreise zurückerstatten?,"['Prozess für Kostenerstattung\nHier erfährst Du wie du die Kosten für eine Dienstreise zurückerstattest bekommst und wer dein\nAnsprechpartner ist. Die Kostenrückerstattungen laufen über Michaela. Es gibt zwei Möglichkeiten wie der\nProzess für die Kostenrückerstattung ablaufen.\nVariante 1\nZahlst Du Deine Tickets und dein Hotel (100€ Grenze pro Nacht), hebst die Belege (WICHTIG) und reichst sie\nbei Michaela ein.\nMichaela wird Dir dann die aufgewendete Summe erstatten und auf dein Konto überweisen.\nVariante 2\nGibst du Michaela Bescheid und schickst Ihr die Tickets und Hotel welches du für deine Dienstreise ausgesucht\nhast und bittest sie die jeweiligen Buchungen vorzunehmen.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n2/2']","Du kannst die Kosten für eine Dienstreise auf zwei Arten zurückerstatten: Variante 1: Du zahlst Deine Tickets und Dein Hotel (bis zu 100€ pro Nacht), hebst die Belege auf und reichst sie bei Michaela ein. Sie wird Dir dann die aufgewendete Summe erstatten und auf Dein Konto überweisen. Variante 2: Du gibst Michaela Bescheid, schickst ihr die Tickets und das Hotel, das Du für Deine Dienstreise ausgesucht hast, und bittest sie, die jeweiligen Buchungen vorzunehmen.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
Was ist der Zweck der Unterzeichnung eines gemeinsamen NDA in Bezug auf GravityCV?,"['Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue\nAbteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.\nNächste Woche ist die Unterzeichnung eines gemeinsamen NDA geplant.\nWenn ihr Feedback zum Newsletter habt – ob zu kurz, zu lang, oder unnötig – lasst es uns bitte wissen.\nLiebe Grüße,\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/1-die-ersten-news.md.html\n2/2']",Die Antwort auf die gegebene Frage ist im Kontext nicht vorhanden,simple,"[{'source': './test_dataset/1-die-ersten-news.md.pdf', 'file_path': './test_dataset/1-die-ersten-news.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093344+00'00'"", 'modDate': ""D:20240726093344+00'00'"", 'trapped': ''}]",True
"Welchen bürokratischen Aufwand kann es geben, wenn die 180 Tage Regelung überschritten wird?","['🏖️ Arbeiten aus dem Ausland\nMusst Du um Erlaubnis fragen um in EU-Ausland\nzu arbeiten?\nWir wollen, dass Du selbstbestimmt arbeitest und probieren, wo immer es geht, dass auch in unseren Prozessen\nund Vorgaben widerzuspiegeln. Wir haben volles Vertrauen in Dich und deiner Fähigkeit Entscheidungen so zu\ntreffen, dass sie auch das Wohl von skillbyte berücksichtigen.\nDu musst nicht um Erlaubnis fragen, um in EU-Ausland zu arbeiten. Eine Nachricht in Slack an Phillip mit dem\nInhalt wo fährst du hin & wie lange bist du ungefähr weg, reicht vollkommen aus.\nWas wirklich schön wäre ist, wenn du uns mit Fotos von deinem Aufenthalt eine Freude bereitest und sie mit uns\nteilst. Ist aber natürlich kein Muss ;)\nWas muss ich beachten, wenn ich aus dem EU-\nAusland arbeite?\nEs gibt einige Dinge die du beachten solltest, wenn du dich dafür entscheidest aus dem Ausland zu arbeiten.\nDiese wollten wir Dir gerne mitgeben.\nAchte auf Zeitverschiebungen\nWenn du in Griechenland, Portugal etc. bist, hast du eine Zeitverschiebung (auch wenn nur minimal). Bitte\nbeachte, dass deine Meetings zur deutschen Zeit stattfinden und du das mit in deine Tagesplanung\neinrechnest.\nStelle sicher, dass du eine Umwelt hast, in der du vernünftig arbeiten kannst\nEs ist wichtig, dass die Qualität deiner Arbeit nicht leidet, auch wenn du im Ausland bist. Such dir einen\nPlatz zum arbeiten, der zu dir passt & wo du dich\xa0konzentrieren kannst.\nGutes Internet\nDu brauchst für deine Arbeit, mindestens gutes Internet, eher sehr gutes Internet. Bitte beachte dass bei\ndeiner Auswahl deines Arbeitsplatzes und teste, wenn möglich, deine Internetverbindung bevor du dich\nentschließt dort deinen Arbeitstag zu verbringen.\nBist du angekommen im Projekt?\nUnserer Meinung nach ist es nicht besonders ratsam, in den ersten Wochen des Projektes aus dem EU-\nAusland zu arbeiten. Diese stellt meist die anspruchsvollste Zeit in einem Projekt dar und entscheidet\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/arbeiten-aus-dem-ausland.md.html\n1/2', 'maßgeblich darüber wie erfolgreich deine Zeit in diesem Projekt wird. Auch hier gilt es, dass du bitte\neigenverantwortlich handelst und deine Entscheidung überlegt triffst.\n180 Tage Regelung\nWir hätten es am liebsten so, dass wir euch nicht vorschreiben wie lange ihr euch im EU-Ausland aufhaltet.\nJedoch spielt der Fiskus eine entscheidende Rolle in der 180 Tage Regelung.\nWas besagt die 180 Tage Regelung & Wo ist der Sinn dahinter?\nDie 180 Tage Regelung besagt, dass Deutsche Arbeitnehmer nicht länger als 180 Tage im EU-Ausland arbeiten\ndürfen, wenn sie nicht steuerrechtlich und arbeitsrechtlich als Teil des Landes gelten wollen in dem sie Ihre Zeit\nverbracht haben.\nDie 180 Tage bilden die hälfte des Jahres ab (ist also nicht einfach eine random Zahl). Wenn diese überschritten\nwird, kommt es zu hohem bürokratischem Aufwand und Kosten, für euch und für skillybte, da wir doppelt\nSozialabgaben bzw. Steuern zahlen müssten. Außerdem würden dann die arbeitsrechtlichen Gesetze aus dem\nLand gelten in dem ihr seid.\nUnter 180 Tage ist das EU-Weit jedoch kein Problem, da es dort eine abkommen zwischen den Ländern gibt,\nwelches unkompliziertes Arbeiten aus dem Ausland möglich macht.\nDas bedeutet leider auch für uns, dass es nicht möglich ist außerhalb der EU zu arbeiten. Bitte berücksichtige\ndies in deiner Planung.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/arbeiten-aus-dem-ausland.md.html\n2/2']","Wenn die 180 Tage Regelung überschritten wird, kommt es zu hohem bürokratischem Aufwand und Kosten, da wir doppelt Sozialabgaben bzw. Steuern zahlen müssten. Außerdem würden dann die arbeitsrechtlichen Gesetze aus dem Land gelten, in dem ihr seid.",simple,"[{'source': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'file_path': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093348+00'00'"", 'modDate': ""D:20240726093348+00'00'"", 'trapped': ''}, {'source': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'file_path': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093348+00'00'"", 'modDate': ""D:20240726093348+00'00'"", 'trapped': ''}]",True
